"kdakun","nmakun"
"594116","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Cukai dan Bea Materai"
"594117","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Pajak Lainnya"
"594118","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Pajak Perdagangan Internasional"
"594119","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Bea Masuk Tindakan"
"594211","Belanja Penyisihan Piutang Tidak Tertagih – Piutang PNBP"
"594212","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Lainnya"
"594221","Belanja Penyisihan Piutang Tidak Tertagih – Piutang PT PPA"
"594231","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Pemberian Pinjaman"
"594232","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar RDI"
"594233","Belanja Penyisihan Piutang Tidak Tertagih – Potensi Tunggakan Yang Dapat Ditagih"
"594234","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Bunga Pemberian Pinjaman"
"594235","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Denda Pemberian Pinjaman"
"594241","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Piutang Kredit Pemerintah Bidang Perkebunan"
"594242","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Piutang Kredit Investasi Pemerintah"
"594243","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Piutang Jangka Panjang Penanggulangan Lumpur Sidoarjo "
"594251","Belanja Penyisihan Piutang Tidak Tertagih – Penjaminan Pemerintah"
"594261","Belanja Penyisihan Piutang Tidak Tertagih - Piutang Jangka Pendek Subsidi"
"594262","Belanja Penyisihan Piutang Tidak Tertagih - Piutang Jangka Panjang Subsidi "
"594311","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Tagihan Penjualan Angsuran"
"594320","Beban Penyisihan Piutang Tidak Tertagih - Bagian Lancar Tagihan Penjualan Angsuran BLU"
"594321","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Tagihan Penjualan Angsuran BLU "
"594411","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Tagihan Tuntutan Perbendaharaan/ Tuntutan Ganti Rugi"
"594420","Beban Penyisihan Piutang Tidak Tertagih - Bagian Lancar Tagihan Tuntutan Perbendaharaan/ Tuntutan Ganti Rugi BLU"
"594421","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Tagihan Tuntutan Perbendaharaan/ Tuntutan Ganti Rugi BLU "
"594511","Belanja Penyisihan Piutang Tidak Tertagih – Bagian Lancar Investasi Permanen"
"594611","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pelayanan Kesehatan"
"594612","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pelayanan Pendidikan"
"594613","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Penunjang Konstruksi"
"594614","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Penyedia Jasa Telekomunikasi"
"594619","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Penyedia Barang dan Jasa Lainnya"
"594621","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Kawasan Otorita"
"594622","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Kawasan Ekonomi Terpadu"
"594623","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Kawasan Lainnya"
"594631","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Dana Investasi"
"594632","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Dana Bergulir"
"594639","Belanja Penyisihan Piutang Tidak Tertagih – Piutang BLU Pengelola Dana Lainnya"
"594641","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Kegiatan Operasional Lainnya BLU"
"594650","Beban Penyisihan Piutang Tidak Tertagih - Piutang BLU yang Bersumber dari Entitas Pemerintah Pusat"
"594651","Belanja Penyisihan Piutang Tidak Tertagih - Piutang BLU yang Bersumber dari Entitas Pemerintah Pusat"
"594711","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Sewa Tanah BLU"
"594712","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Sewa Gedung BLU"
"594713","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Sewa Ruangan BLU"
"594714","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Sewa Peralatan dan Mesin BLU"
"594719","Belanja Penyisihan Piutang Tidak Tertagih – Piutang Sewa Lainnya BLU"
"594721","Belanja Penyisihan Piutang Tidak Tertagih – Piutang dari Penjualan Aset Tetap BLU"
"594722","Belanja Penyisihan Piutang Tidak Tertagih – Piutang dari Penjualan Aset Lainnya BLU"
"594791","Belanja Penyisihan Piutang Tidak Tertagih – Piutang dari Kegiatan Non Operasional Lainnya BLU"
"594822","Belanja Investasi Non Permanen BLU Bentuk Tagihan Diragukan Tertagih "
"594911","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Tagihan Penjualan Angsuran"
"594921","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Tagihan Penjualan Angsuran BLU"
"594931","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Tunjangan Perbendaharaan/ Tuntutan Ganti Rugi"
"594941","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Tunjangan Perbendaharaan/ Tuntutan Ganti Rugi BLU"
"594951","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Piutang Jangka Panjang Pemberian Pinjaman"
"594952","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Aset Lainnya RDI"
"594953","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Aset Lainnya Kredit Program"
"594961","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Kredit Pemerintah Bidang Pertanian dan Perkebunan"
"594962","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Kredit Investasi Pemerintah"
"594963","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Penjaminan Pemerintah"
"594991","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Piutang Jangka Panjang Lainnya"
"594992","Belanja Penyisihan Piutang Tidak Tertagih Jangka Panjang – Piutang Jangka Panjang Penanggulangan Lumpur Sidoarjo"
"595121","Belanja Aset Ekstrakomtabel Tanah – BLU"
"595122","Belanja Aset Ekstrakomtabel Peralatan dan Mesin – BLU"
"595123","Belanja Aset Ekstrakomtabel Gedung dan Bangunan – BLU"
"595124","Belanja Aset Ekstrakomtabel Jalan, Irigasi dan Jaringan – BLU"
"595125","Belanja Aset Ekstrakomtabel Aset Tetap Lainnya – BLU"
"595126","Belanja Aset Ekstrakomtabel Konstruksi Dalam Pengerjaan – BLU"
"595127","Belanja Aset Ekstrakomtabel Aset Tak Berwujud – BLU"
"596111","Kerugian Pelepasan Aset"
"596112","Tuntutan Ganti Rugi"
"596113","Belanja Penggunaan Aset Lainnya yang Berkarakteristik Persediaan"
"596121","Belanja Persediaan Rusak/Usang"
"596131","Belanja Penghapusan Piutang Pemberian Pinjaman"
"596132","Belanja Penghapusan Piutang TP/TGR Kementerian Lembaga"
"596211","Belanja Kerugian Selisih Kurs Belum Terealisasi"
"596212","Kerugian Selisih Kurs Belum Terealisasi - BLU"
"596220","Belanja Penyesuaian Nilai Investasi"
"596221","Belanja Penyesuaian Nilai Investasi"
"596311","Belanja Pihak Ketiga Migas – Pajak Air Tanah ke Pemda"
"596312","Belanja Pihak Ketiga Migas – Pajak Penerangan Jalan non PLN ke Pemda"
"596313","Belanja Pihak Ketiga Migas – DMO Fee KKKS"
"596314","Belanja Pihak Ketiga Migas – Reimbursement PPN KKKS"
"596315","Belanja Pihak Ketiga Migas – Underlifting KKKS"
"596316","Belanja Pihak Ketiga Migas – Fee Penjualan Migas Bagian Negara"
"596317","Belanja Pihak Ketiga Migas – Belanja Lainnya"
"596321","Belanja Pihak Ketiga Panas Bumi - Reimbursement PPN"
"596322","Belanja Pihak Ketiga Panas Bumi - Penggantian Bonus Produksi"
"596323","Belanja diestimasi - Reimbursement PPN"
"596324","Belanja diestimasi - PBB Panas Bumi"
"596325","Belanja diestimasi - Penggantian Bonus Produksi"
"596326","Belanja diestimasi - setoran kepada Pemerintah"
"596411","Belanja Penyesuaian Selisih Kurs"
"596500","Penyetoran PNBP oleh BLU ke Kas Negara"
"596510","Penyetoran PNBP oleh BLU ke Kas Negara"
"596511","Penyetoran PNBP oleh BLU ke Kas Negara"
"598111","Suspense Beban"
"611111","Belanja Dana Bagi Hasil PPh Pasal 21"
"611112","Belanja Dana Bagi Hasil PPh Pasal 25/29 OP"
"611211","Belanja Dana Bagi Hasil PBB untuk Propinsi"
"611212","Belanja Dana Bagi Hasil PBB untuk Kabupaten/Kota"
"611213","Belanja Dana Bagi Hasil Biaya/Upah Pungut PBB untuk Propinsi"
"611214","Belanja Dana Bagi Hasil Biaya/Upah Pungut PBB untuk Kabupaten/Kota"
"611215","Belanja Dana Bagi Hasil PBB Bagian Pemerintah Pusat yang Dikembalikan Sama Rata ke Kabupaten/Kota"
"611216","Belanja Dana Bagi Hasil PBB Bagian Pemerintah Pusat yang Dikembalikan sebagai Insentif PBB ke Kabupaten/Kota"
"611311","Transfer DBH BPHTB untuk provinsi/kabupaten/kota"
"611312","Transfer DBH BPHTB Bagian Pemerintah Pusat yang dikembalikan sama rata ke kabupaten/kota"
"612111","Belanja Dana Bagi Hasil Minyak Bumi"
"612112","Belanja Dana Bagi Hasil Minyak Bumi 0.5%"
"612113","Belanja Tambahan Dana Bagi Hasil Minyak Bumi Dalam Rangka Otonomi Khusus"
"612211","Belanja Dana Bagi Hasil Gas Bumi"
"612212","Belanja Dana Bagi Hasil Gas Bumi 0.5%"
"612213","Belanja Tambahan Dana Bagi Hasil Gas Bumi Dalam Rangka Otonomi Khusus"
"612311","Belanja Dana Bagi Hasil Pertambangan Umum - Iuran Tetap"
"612312","Belanja Dana Bagi Hasil Pertambangan Umum - Royalti"
"612411","Belanja Dana Bagi Hasil Pertambangan Panas Bumi - Setoran Bagian Pemerintah"
"612412","Belanja Dana Bagi Hasil Pertambangan Panas Bumi - Iuran Tetap"
"612413","Belanja Dana Bagi Hasil Pertambangan Panas Bumi - Iuran Produksi (Royalti)"
"612511","Belanja Dana Bagi Hasil Kehutanan - IIUPH/IHPH"
"612512","Belanja Dana Bagi Hasil Kehutanan - PSDH"
"612513","Belanja Dana Bagi Hasil Kehutanan - Dana Reboisasi"
"612611","Belanja Dana Bagi Hasil Perikanan"
"613111","Belanja Dana Bagi Hasil Cukai Hasil Tembakau"
"621111","Belanja Dana Alokasi Umum"
"621114","Belanja Koreksi Dana Alokasi Umum"
"631111","Belanja Dana Alokasi Khusus Reguler"
"631113","Belanja Koreksi Dana Alokasi Khusus Reguler"
"631211","Belanja Dana Alokasi Khusus Infrastruktur Publik Daerah"
"631212","Belanja Dana Alokasi Khusus Penugasan"
"631311","Belanja Dana Alokasi Khusus Affirmasi"
"631411","Belanja Tambahan DAK Fisik"
"641111","Belanja Dana Otonomi Khusus Provinsi Aceh"
"641211","Belanja Dana Otonomi Khusus Provinsi Papua"
"641212","Belanja Dana Tambahan Infrastruktur Papua"
"641311","Belanja Dana Otonomi Khusus Provinsi Papua Barat"
"641312","Belanja Dana Tambahan Infrastruktur Papua Barat"
"642111","Belanja Dana Keistimewaan Daerah Istimewa Yogyakarta"
"643111","Belanja Dana Insentif Daerah"
"652115","Transfer Dana Insentif Daerah (DID)"
"654111","Belanja Dana Tunjangan Profesi Guru PNSD (TPG)"
"654112","Belanja Dana Tunjangan Khusus Guru PNSD di Daerah Khusus"
"654211","Belanja Dana Tambahan Penghasilan Guru Pegawai Negeri Sipil Daerah"
"654311","Belanja Dana Bantuan Operasional Sekolah (BOS)"
"654411","Dana Insentif Daerah (DID)"
"654511","Belanja Dana Proyek Pemerintah Daerah dan Desentralisasi (P2D2)"
"654611","Belanja Dana Darurat"
"654711","Belanja Dana Bantuan Operasional Kesehatan"
"654712","Belanja Dana Bantuan Operasional Keluarga Berencana"
"654721","Dana Bantuan Biaya Layanan Pengolahan Sampah (BLPS)"
"654811","Belanja Dana Peningkatan Kapasitas Koperasi"
"654812","Belanja Dana Peningkatan Kapasitas Usaha Kecil Menengah"
"654813","Belanja Dana Peningkatan Kapasitas Ketenagakerjaan"
"654814","Belanja Dana Pelayanan Administrasi Kependudukan"
"654821","Dana Pelayanan Kepariwisataan"
"654911","Belanja Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini (BOP-PAUD)"
"654912","Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan"
"654921","Dana Bantuan Operasional Penyelenggaraan (BOP) Museum dan Taman Budaya"
"655111","Dana Desa"
"661111","Dana Keistimewaan Daerah Istimewa Yogyakarta"
"662111","Belanja Dana Desa"
"698111","Belanja Suspense Transfer"
"711111","Penerimaan Sisa Anggaran Lebih (SAL)"
"711112","Penerimaan Pembiayaan dari Rekening Dana Investasi"
"711113","Penerimaan Pembiayaan dari Rekening BUN untuk Obligasi"
"711114","Penerimaan Pembiayaan dari Rekening Pembangunan Hutan"
"711121","Penerimaan Pembiayaan dari Dana Eks Moratorium Pokok untuk Cadangan Aceh"
"711211","Penerimaan Hasil Privatisasi"
"711221","Penerimaan Pinjaman Dalam Negeri dari Pemerintah Daerah"
"711222","Penerimaan Pinjaman Dalam Negeri dari BUMN"
"711223","Penerimaan Pinjaman Dalam Negeri dari Pusahaan Daerah"
"711311","Penerimaan Hasil Penjualan Aset Program Restrukturisasi"
"711312","Penerimaan Hasil Penjualan/Penyelesaian Aset Eks. BPPN"
"711313","Penerimaan Hasil Penjualan/Penyelesaian Aset Bekas Milik Eks Bank Dalam Likuidasi (BDL)"
"711411","Penerimaan Penerbitan / Penjualan Surat Perbendaharaan Negara"
"711421","Penerimaan Penerbitan / Penjualan  Obligasi Negara"
"711422","Penerimaan Utang Bunga Obligasi Negara"
"711431","Penerimaan Penerbitan/Penjualan Surat Berharga Syariah Negara - Jangka Pendek"
"711441","Penerimaan Penerbitan/Penjualan Surat Berharga Syariah Negara - Jangka panjang"
"711442","Penerimaan Imbalan Dibayar di muka  Surat Berharga Syariah Negara Jangka panjang"
"711451","Penerimaan dari Penjualan Surat Perbendaharaan Negara Syariah"
"711461","Penerimaan Penerbitan/Penjualan SBSN dalam Rangka Pembiayaan Proyek Melalui Surat Berharga Syariah Negara - PBS"
"711511","Penerimaan Pembiayaan Dana Bergulir"
"711611","Penerimaan Penerbitan/Penjualan Obligasi Negara-Valuta Asing"
"711612","Penerimaan Utang Bunga Obligasi Negara-Valuta Asing"
"711621","Penerimaan Penerbitan/Penjualan Surat Perbendaharaan Negara-Valuta Asing"
"711631","Penerimaan Penerbitan/Penjualan SBSN Valas-Jangka Pendek"
"711641","Penerimaan Penerbitan/Penjualan SBSN Valas-Jangka Panjang"
"711642","Penerimaan Imbalan Dibayar Dimuka SBSN Valas-jangka Panjang"
"712119","Penarikan Pinjaman Program Bilateral Lainnya"
"712121","Penarikan Pinjaman Program dari IBRD"
"712122","Penarikan Pinjaman Program dari ADB"
"712129","Penarikan Pinjaman Program Multilateral Lainnya"
"712131","Penarikan Pinjaman Tunai"
"712211","Penarikan Pinjaman Proyek Bilateral"
"712221","Penarikan Pinjaman Proyek Multilateral"
"712231","Penarikan Pinjaman Proyek Fasilitas Kredit Ekspor"
"712241","Penarikan Pinjaman Proyek Leasing"
"712251","Penarikan Pinjaman Proyek Komersial"
"712261","Penarikan Pinjaman Kegiatan"
"712291","Penarikan Pinjaman Proyek Lainnya"
"713111","Penerimaan Pinjaman Tunai dari Penjadwalan Kembali Pokok Utang Luar Negeri"
"713121","Penerimaan Pinjaman Kegiatan dari Penjadwalan Kembali Pokok Utang Luar Negeri"
"714111","Penerimaan Pembiayaan dari Penjadwalan Kembali Bunga Utang Luar Negeri"
"715111","Penerimaan Cicilan Pengembalian Penerusan Pinjaman dalam Negeri kepada Pemda"
"715112","Penerimaan Cicilan Pengembalian Penerusan Pinjaman dalam Negeri kepada BUMD"
"715113","Penerimaan Cicilan Pengembalian Penerusan Pinjaman dalam Negeri Kepada BUMN"
"715114","Penerimaan Cicilan Pengembalian Penerusan Pinjaman dalam Negeri Kepada Non Pemerintah"
"715211","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar negeri kepada Daerah Tahun Anggaran Berjalan"
"715212","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar negeri kepada BUMD Tahun Anggaran Berjalan"
"715213","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar negeri kepada BUMN Tahun Anggaran Berjalan"
"715214","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar Negeri Non Pemerintah"
"715221","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar Negeri kepada Daerah Tahun Anggaran Yang Lalu"
"715222","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar Negeri kepada BUMD Tahun Anggaran Yang Lalu"
"715223","Penerimaan Cicilan Pengembalian Penerusan Pinjaman Luar Negeri kepada BUMN Tahun Anggaran Yang Lalu"
"717111","Penerimaan Cicilan Pokok Pembiayaan Kredit Investasi Pemerintah"
"717211","Penerimaan Cicilan atas Penjaminan Pemerintah"
"717212","Penerimaan atas Pencairan Dana Cadangan Pemerintah"
"717310","Penerimaan yang Berasal dari Manajemen Aset Negara"
"717311","Penerimaan Kembali Modal Awal Badan Layanan Umum Lembaga Manajemen Aset Negara"
"719311","Penerimaan Pembiayaan atas Pemberian Pinjaman dalam Rangka Penanggulangan Lumpur Sidoarjo"
"721111","Pembayaran Pinjaman Kredit Jangka Pendek dan uang Muka dari Sektor Perbankan"
"721112","Pengeluaran Pelunasan Pinjaman Jangka Pendek Perbankan"
"721121","Pengeluaran Pembiayaan Eks Moratorium Pokok untuk Cadangan Aceh"
"721211","Pengeluaran untuk Program Restrukturisasi"
"721221","Pengeluaran Pembiayaan Dalam Negeri-Pengembangan Pendidikan Nasional"
"721231","Pengeluaran Pembiayaan Dalam Negeri-Cicilan Pokok Pinjaman Dalam Negeri dari Pemda"
"721232","Pengeluaran Pembiayaan-Cicilan Pokok Pinjaman Dalam Negeri dari BUMN"
"721233","Pengeluaran Pembiayaan-Cicilan Pokok Pinjaman Dalam Negeri dari Perusahaan Daerah"
"721311","Pengeluaran Pelunasan Surat Perbendaharaan Negara"
"721312","Pengeluaran Pelunasan Surat Perbendaharaan Negara melalui Pembelian Kembali"
"721321","Pengeluaran Pelunasan Obligasi Negara"
"721322","Pengeluaran Pelunasan Obligasi Negara melalui Pembelian Kembali"
"721324","Pembayaran Utang Bunga Obligasi Negara"
"721331","Pengeluaran Pelunasan Surat Berharga Syariah Negara - Jangka Pendek"
"721332","Pengeluaran Pelunasan Surat Berharga Syariah Negara Jangka Pendek melalui Pembelian Kembali"
"721341","Pengeluaran Pelunasan Surat Berharga Syariah Negara - Jangka Panjang"
"721342","Pengeluaran Pelunasan Surat Berharga Syariah Negara Jangka Panjang melalui Pembelian Kembali"
"721343","Pengeluaran Pembayaran Imbalan dibayar dimuka Surat Berharga Syariah Negara Jangka Panjang"
"721351","Pengeluaran Pelunasan Surat Perbendaharaan Negara-Syariah"
"721352","Pengeluaran Pelunasan Surat Perbendaharaan Negara-Syariah-melalui Pembelian Kembali"
"721411","Pengeluaran Pembiayaan Dana Bergulir"
"721511","Pengeluaran Pelunasan Obligasi Negara - Valas"
"721512","Pengeluaran Pelunasan Obligasi Negara Valas - melalui Pembelian Kembali"
"721513","Pembayaran Utang Bunga Obligasi Negara Luar Negeri"
"721521","Pengeluaran Pelunasan Surat Perbendaharaan Negara Valas"
"721522","Pengeluaran Pelunasan Surat Perbendaharaan Negara Valas melalui Pembelian Kembali"
"721531","Pengeluaran Pelunasan Surat Berharga Syariah Negara Valas - Jangka Pendek"
"721532","Pengeluaran Pelunasan Surat Berharga Syariah Negara Valas melalui Pembelian Kembali"
"721541","Pengeluaran Pelunasan Surat Berharga Syariah Negara Valas - Jangka Panjang"
"721542","Pengeluaran Pelunasan Surat Berharga Syariah Negara Valas - Jangka Panjang melalui Pembelian Kembali"
"721543","Pembayaran Imbalan dibayar di muka Surat Berharga Syariah Negara Valas - Jangka Panjang"
"722112","Pengeluaran Cicilan Pokok Utang LN Pinjaman Program"
"722113","Pengeluaran Pembiayaan Cicilan Pokok Utang Luar Negeri – Pinjaman Program"
"722211","Pengeluaran Pembiayaan Cicilan Pokok Utang Luar Negeri – Pinjaman Proyek"
"722212","Pengeluaran Cicilan Pokok Utang LN Pinjaman Proyek"
"722213","Pengeluaran Pembiayaan Cicilan Pokok Utang Luar Negeri - Pinjaman Kegiatan"
"722411","Pengembalian Pinjaman karena Pengeluaran Ineligible"
"723111","Pengeluaran Penjadwalan Kembali Utang LN Pinjaman Tunai"
"723211","Pengeluaran Penjadwalan Kembali Utang LN Pinjaman Kegiatan"
"723311","Pengeluaran penjadwalan Kembali Bunga Utang Luar Negeri"
"724111","PMN untuk Badan Usaha Milik Negara (BUMN)"
"724112","Dana Investasi Pemerintah untuk Restrukturisasi BUMN"
"724211","Penyertaan Modal Negara pada Organisasi/Lembaga Keuangan Internasional"
"724911","Penyertaan Modal Negara Lainnya"
"724912","Penyertaan Modal Negara SMF"
"724913","Penyertaan Modal Negara ke Bank Indonesia"
"725111","Penerusan Pinjaman Dalam Negeri Kepada Daerah"
